genus;short;species;autorite;country;tdwg_level;latitude;longitude
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Ukraine;4.0;49.17189131;31.26554566
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Yugoslavia;3.0;;
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Poland;4.0;52.12472508;19.4009187
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Portugal;4.0;39.69200296;-7.96236769
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Romania;4.0;45.84359796;24.96918232
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Russia (Primorye);4.0;45.16706365;134.7137746
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Slovakia;4.0;48.71130651;19.50871249
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Spain;4.0;40.39193845;-3.55713118
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Sweden;4.0;62.78773775;16.74115723
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Switzerland;4.0;46.80257618;8.23458717
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Jordan;4.0;31.2533825;36.7869267
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Kazakhstan;4.0;48.16004423;67.30130123
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Kyrgyzstan;4.0;41.46490869;74.55549193
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Libya;4.0;27.04405009;18.02318175
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Lithuania;4.0;55.33585013;23.89683075
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Moldova;4.0;47.19332561;28.47434317
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Mongolia;4.0;46.83520929;103.083029
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Netherlands;4.0;52.25357257;5.60098481
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Georgia;4.0;42.06279154;43.93943288
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Germany;4.0;51.11015178;10.39233019
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Great Britain;4.0;54.1326318;-2.66771255
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Greece;4.0;39.36723826;22.67457493
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Hungary;4.0;47.1665173;19.41351505
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Ireland;4.0;53.17707634;-8.15158685
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Israel;4.0;31.48781564;35.02148317
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Italy;4.0;43.52546164;12.15502009
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Azerbaijan;4.0;40.38015597;47.71281698
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Belgium;4.0;50.64294584;4.66435768
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Cyprus;4.0;35.04300313;33.21867825
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Czech Republic;4.0;49.74303445;15.33833451
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Denmark;4.0;55.96231824;10.05081371
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Estonia;4.0;58.67400787;25.5257709
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Finland;4.0;64.49433632;26.2588367
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);France;4.0;46.63137208;2.45150425
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Inner Mongolia (Nei Mongol);4.0;44.06270526;113.8562748
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Manchuria (Heilongjiang);4.0;47.86654263;127.7523268
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Iran;4.0;32.56479713;54.30142285
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Afghanistan;4.0;33.83890296;66.02653864
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Albania;4.0;41.14254637;20.06837242
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Algeria;4.0;28.1633545;2.63236233
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Armenia;4.0;40.28641688;44.94793424
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Austria;4.0;47.59295853;14.13999212
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);China;2.0;;
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Russia;4.0;;
Pentastiridius;leporinus;Pentastiridius leporinus;(Linn̩, 1761);Madeira;4.0;32.76736726;-16.94699093
Pentastiridius;limbifer;Pentastiridius limbifer;(Hesse, 1925);Democratic Republic of the Congo (Katanga);4.0;-2.87623132;23.6544568
Pentastiridius;limbifer;Pentastiridius limbifer;(Hesse, 1925);Namibia;4.0;-22.23553957;17.07189693
Pentastiridius;limbifer;Pentastiridius limbifer;(Hesse, 1925);Nigeria;4.0;9.59362458;8.10531839
Pentastiridius;limbifer;Pentastiridius limbifer;(Hesse, 1925);Chad;4.0;15.3611377;18.66460375
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1976;Kazakhstan;4.0;48.16004423;67.30130123
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1976;Kyrgyzstan;4.0;41.46490869;74.55549193
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1976;Kazakhstan;4.0;48.16004423;67.30130123
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1976;Kyrgyzstan;4.0;41.46490869;74.55549193
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1978;Kazakhstan;4.0;48.16004423;67.30130123
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1978;Kyrgyzstan;4.0;41.46490869;74.55549193
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1978;Kazakhstan;4.0;48.16004423;67.30130123
Pentastiridius;liocara;Pentastiridius liocara;Emeljanov, 1978;Kyrgyzstan;4.0;41.46490869;74.55549193
Pentastiridius;lucidipes;Pentastiridius lucidipes;(Muir, 1924);Philippines;4.0;11.74740395;122.873632
Pentastiridius;lukjanovitshi;Pentastiridius lukjanovitshi;(Kusnezov, 1937);Kazakhstan;4.0;48.16004423;67.30130123
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Cameroon;4.0;5.68579632;12.74325047
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);KwaZulu-Natal;4.0;-28.7085677;30.72508497
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);South Africa;4.0;;
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Namibia;4.0;-22.23553957;17.07189693
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Eritrea;4.0;15.35884128;38.85291013
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Nigeria;4.0;9.59362458;8.10531839
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Zimbabwe (ex Rhodesia);4.0;-19.00000691;29.87176247
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Rwanda;4.0;-1.99798731;29.91719523
Pentastiridius;moestus;Pentastiridius moestus;(St̴l, 1855);Democratic Republic of the Congo (Katanga);4.0;-2.87623132;23.6544568
Pentastiridius;nanus;Pentastiridius nanus;(Ivanoff, 1885);Bulgaria;4.0;42.76135302;25.2313767
Pentastiridius;nanus;Pentastiridius nanus;(Ivanoff, 1885);Yugoslavia;3.0;;
Pentastiridius;nanus;Pentastiridius nanus;(Ivanoff, 1885);Ukraine;4.0;49.17189131;31.26554566
