genus;short;species;autorite;country;tdwg_level;latitude;longitude
Nanocixius;discrepans;Nanocixius discrepans;(Fieber, 1876);Morocco;4.0;31.88356133;-6.31780089
Nanocixius;discrepans;Nanocixius discrepans;(Fieber, 1876);France;4.0;46.63137208;2.45150425
Nanocixius;discrepans;Nanocixius discrepans;(Fieber, 1876);Italy;4.0;43.52546164;12.15502009
Nanocixius;discrepans;Nanocixius discrepans;(Fieber, 1876);Portugal;4.0;39.69200296;-7.96236769
Nanocixius;discrepans;Nanocixius discrepans;(Fieber, 1876);Spain;4.0;40.39193845;-3.55713118
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Senegal;4.0;14.36697739;-14.46817708
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Sudan;4.0;13.88720329;30.08706657
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Chad;4.0;15.3611377;18.66460375
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Ethiopia;4.0;8.62614057;39.6160194
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Mozambique;4.0;-17.26020232;35.55224706
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Mali;4.0;17.35036278;-3.52435208
Narravertus;ballista;Narravertus ballista;(Fennah, 1958);Nigeria;4.0;9.59362458;8.10531839
Neocixius;discrepans;Neocixius discrepans;(Fieber, 1876);Morocco;4.0;31.88356133;-6.31780089
Neocixius;discrepans;Neocixius discrepans;(Fieber, 1876);France;4.0;46.63137208;2.45150425
Neocixius;discrepans;Neocixius discrepans;(Fieber, 1876);Italy;4.0;43.52546164;12.15502009
Neocixius;discrepans;Neocixius discrepans;(Fieber, 1876);Portugal;4.0;39.69200296;-7.96236769
Neocixius;discrepans;Neocixius discrepans;(Fieber, 1876);Spain;4.0;40.39193845;-3.55713118
Neocixius;globuliferus;Neocixius globuliferus;(Wagner, 1939);Afghanistan;4.0;33.83890296;66.02653864
Neocixius;globuliferus;Neocixius globuliferus;(Wagner, 1939);Albania;4.0;41.14254637;20.06837242
Neocixius;limbatus;Neocixius limbatus;(Signoret, 1862);Corsica;4.0;42.15818981;9.1053123
Neocixius;michalki;Neocixius michalki;Wagner, 1948;Austria;4.0;47.59295853;14.13999212
Neocixius;michalki;Neocixius michalki;Wagner, 1948;Italy;4.0;43.52546164;12.15502009
Neocixius;michalki;Neocixius michalki;Wagner, 1948;Slovenia;4.0;46.12355026;14.82707444
Nesocharis;kalypso;Nesocharis kalypso;Kirkaldy, 1907;Fiji;4.0;-17.46392685;160.7916367
Nesocharis;v-nigra;Nesocharis v-nigra;Muir, 1931;Vanuatu;4.0;-16.20215409;167.7055728
Nesochlamys;kalypso;Nesochlamys kalypso;(Kirkaldy, 1907);Fiji;4.0;-17.46392685;160.7916367
Nesochlamys;vitiensis;Nesochlamys vitiensis;Kirkaldy, 1907;Fiji;4.0;-17.46392685;160.7916367
Nesoliarus;tamehameha;Nesoliarus tamehameha;(Kirkaldy, 1902);United States of America;4.0;;
Nesomyndus;australis;Nesomyndus australis;Jacobi, 1917;Madagascar;4.0;-19.37352737;46.70598974
Nesopompe;tsoui;Nesopompe tsoui;(Muir, 1925);China Southeast (Jiangsu);4.0;32.97741605;119.4393083
Nesopompe;tsoui;Nesopompe tsoui;(Muir, 1925);China (Hubei);4.0;30.97345725;112.2608687
Nesopompe;tsoui;Nesopompe tsoui;(Muir, 1925);Japan;3.0;;
Norialsus;aberdeeni;Norialsus aberdeeni;Van Stalle, 1986;;;;
Norialsus;astigmaticalis;Norialsus astigmaticalis;Van Stalle, 1986;;;;
Norialsus;atrifrons;Norialsus atrifrons;Van Stalle, 1986;;;;
Norialsus;berkheyae;Norialsus berkheyae;Szwedo, 2005;South Africa (Northern provinces, ex Transvaal);4.0;-23.73706646;29.31288493
Norialsus;caffer;Norialsus caffer;(StÃ¥l, 1855);KwaZulu-Natal;4.0;-28.7085677;30.72508497
Norialsus;caffer;Norialsus caffer;(StÃ¥l, 1855);South Africa;4.0;;
Norialsus;capeneri;Norialsus capeneri;(Synave, 1953);Singapore;4.0;1.35118038;103.8076536
Norialsus;capicola;Norialsus capicola;Van Stalle, 1986;;;;
Norialsus;elandshoeki;Norialsus elandshoeki;Van Stalle, 1986;;;;
Norialsus;elytropappi;Norialsus elytropappi;Van Stalle, 1986;;;;
Norialsus;fasciolata;Norialsus fasciolata;(StÃ¥l, 1855);KwaZulu-Natal;4.0;-28.7085677;30.72508497
Norialsus;ficksburgi;Norialsus ficksburgi;Van Stalle, 1986;;;;
Norialsus;fouriensis;Norialsus fouriensis;Van Stalle, 1986;;;;
Norialsus;fuscipennis;Norialsus fuscipennis;(StÃ¥l, 1855);KwaZulu-Natal;4.0;-28.7085677;30.72508497
Norialsus;gonubica;Norialsus gonubica;Van Stalle, 1986;;;;
Norialsus;inusitata;Norialsus inusitata;Van Stalle, 1986;;;;
Norialsus;knysnana;Norialsus knysnana;Van Stalle, 1986;;;;
Norialsus;letabensis;Norialsus letabensis;(Synave, 1962);;;;
Norialsus;litoris;Norialsus litoris;Van Stalle, 1986;;;;
Norialsus;microptera;Norialsus microptera;Van Stalle, 1986;;;;
Norialsus;millari;Norialsus millari;Van Stalle, 1986;;;;
Norialsus;montaguensis;Norialsus montaguensis;Van Stalle, 1986;;;;
Norialsus;notia;Norialsus notia;Van Stalle, 1986;;;;
Norialsus;novemspinosa;Norialsus novemspinosa;Van Stalle, 1986;;;;
Norialsus;nuwera;Norialsus nuwera;Van Stalle, 1986;;;;
Norialsus;pietersburgi;Norialsus pietersburgi;Van Stalle, 1986;;;;
Norialsus;praetener;Norialsus praetener;Van Stalle, 1986;;;;
Norialsus;pretoriae;Norialsus pretoriae;(Synave, 1956);;;;
Norialsus;pseudovarians;Norialsus pseudovarians;(Van Stalle, 1984);;;;
Norialsus;salsolarum;Norialsus salsolarum;Van Stalle, 1986;;;;
Norialsus;somersetti;Norialsus somersetti;Van Stalle, 1986;;;;
Norialsus;spiniferens;Norialsus spiniferens;Van Stalle, 1986;;;;
Norialsus;transvaaliensis;Norialsus transvaaliensis;Van Stalle, 1986;;;;
Norialsus;variabilis;Norialsus variabilis;Van Stalle, 1986;;;;
Norialsus;varians;Norialsus varians;(Synave, 1956);;;;
Nothocharis;bakeri;Nothocharis bakeri;Muir, 1925;Philippines;4.0;11.74740395;122.873632
Nothocharis;tayabasensis;Nothocharis tayabasensis;Muir, 1925;Philippines;4.0;11.74740395;122.873632
Notocixius;adspersus;Notocixius adspersus;(Blanchard, 1852);Chile (Santiago);4.0;-33.61157321;-70.64335484
Notocixius;adspersus;Notocixius adspersus;(Blanchard, 1852);Chile (Coquimbo);4.0;-30.62526311;-70.88652
Notocixius;chepuanus;Notocixius chepuanus;Fennah, 1965;Chile South (AysÃƒÂ©n);4.0;-46.44709349;-73.25639564
Notocixius;chepuanus;Notocixius chepuanus;Fennah, 1965;Chile South (Los Lagos);4.0;-41.45711061;-72.82084607
Notocixius;fulvicollis;Notocixius fulvicollis;(Blanchard, 1852);Chile South (Los Lagos);4.0;-41.45711061;-72.82084607
Notocixius;helvolus;Notocixius helvolus;(Blanchard, 1852);Chile South (Los Lagos);4.0;-41.45711061;-72.82084607
Notocixius;magellanicus;Notocixius magellanicus;Fennah, 1965;Chile (O Higgins);4.0;-34.4434151;-71.04813298
Notocixius;magellanicus;Notocixius magellanicus;Fennah, 1965;Chile South (AysÃƒÂ©n);4.0;-46.44709349;-73.25639564
Notocixius;ophion;Notocixius ophion;Fennah, 1965;Chile South (Los Lagos);4.0;-41.45711061;-72.82084607
Notocixius;pallens;Notocixius pallens;(Blanchard, 1852);Chile (Santiago);4.0;-33.61157321;-70.64335484
Notocixius;tenebrosus;Notocixius tenebrosus;Fennah, 1965;Chile South (Los Lagos);4.0;-41.45711061;-72.82084607
Notolathrus;sensitiva;Notolathrus sensitiva;Remes Lenicov, 1992;;;;
Nymphocixia;caribbea;Nymphocixia caribbea;Fennah, 1971;Jamaica;4.0;18.15132857;-77.31974834
Nymphocixia;caribbea;Nymphocixia caribbea;Fennah, 1971;Great Britain (Cayman Islands);4.0;19.431525;-80.82909683
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;GalÃƒÂ¡pagos;4.0;-0.56223084;-90.89331315
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Mexico Southwest (Nayarit);4.0;21.84691881;-104.9188405
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Mexico Northwest (Baja California Sur);4.0;25.91951902;-112.0439746
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Florida;3.0;;
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Costa Rica;4.0;9.97048332;-84.18900416
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Nicaragua;4.0;12.839712;-85.03470963
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Panama;4.0;8.50542914;-80.10899702
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;United States of America (South Carolina);4.0;33.91755375;-80.90042082
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Belize;4.0;17.2185052;-88.68282364
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;Colombia;4.0;3.89994003;-73.07536004
Nymphocixia;unipunctata;Nymphocixia unipunctata;Van Duzee, 1923;United States of America (Florida, nearctic);4.0;28.65142195;-82.48405094
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;GalÃƒÂ¡pagos;4.0;-0.56223084;-90.89331315
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Mexico Southwest (Nayarit);4.0;21.84691881;-104.9188405
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Mexico Northwest (Baja California Sur);4.0;25.91951902;-112.0439746
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Florida;3.0;;
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Costa Rica;4.0;9.97048332;-84.18900416
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Nicaragua;4.0;12.839712;-85.03470963
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Panama;4.0;8.50542914;-80.10899702
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;United States of America (South Carolina);4.0;33.91755375;-80.90042082
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Belize;4.0;17.2185052;-88.68282364
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;Colombia;4.0;3.89994003;-73.07536004
Nymphocixia;vanduzeei;Nymphocixia vanduzeei;Muir, 1930;United States of America (Florida, nearctic);4.0;28.65142195;-82.48405094
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Japan;3.0;;
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Russia (Sakhalin);4.0;50.3342599;142.7120755
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);China (Sichuan);4.0;30.5883367;102.739738
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Korea;3.0;;
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Japan (Hokkaido);4.0;43.37758979;142.565164
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Japan (Honshu);4.0;36.63295744;137.9515335
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Japan (Shikoku);4.0;33.6556519;133.4672626
Oecleopsis;artemisiae;Oecleopsis artemisiae;(Matsumura, 1914);Japan (Kyushu);4.0;32.47955749;130.7202546
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;China (Hainan);4.0;19.20103623;109.7420098
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;China (Henan);4.0;33.87827834;113.6069562
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;China (Sichuan);4.0;30.5883367;102.739738
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;Indonesia (Borneo);3.0;;
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;Malaysia (Borneo);3.0;;
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;Malaysia (peninsula);4.0;4.0395303;102.1715693
Oecleopsis;articara;Oecleopsis articara;Van Stalle, 1991;China South-Central (Guizhou);4.0;26.80880303;106.8705846
Oecleopsis;bifidus;Oecleopsis bifidus;(Tsaur, Hsu & Van Stalle, 1988);China (Fujian);4.0;26.0753818;117.9675578
Oecleopsis;bifidus;Oecleopsis bifidus;(Tsaur, Hsu & Van Stalle, 1988);Taiwan;4.0;23.74833247;120.9594018
Oecleopsis;chiangi;Oecleopsis chiangi;(Tsaur, Hsu & Van Stalle, 1988);Taiwan;4.0;23.74833247;120.9594018
Oecleopsis;chiangi;Oecleopsis chiangi;(Tsaur, Hsu & Van Stalle, 1988);China (Fujian);4.0;26.0753818;117.9675578
Oecleopsis;elevatus;Oecleopsis elevatus;(Tsaur, Hsu & Van Stalle, 1988);Taiwan;4.0;23.74833247;120.9594018
Oecleopsis;elevatus;Oecleopsis elevatus;(Tsaur, Hsu & Van Stalle, 1988);China South-Central (Guizhou);4.0;26.80880303;106.8705846
Oecleopsis;elevatus;Oecleopsis elevatus;(Tsaur, Hsu & Van Stalle, 1988);Japan (Honshu);4.0;36.63295744;137.9515335
Oecleopsis;elevatus;Oecleopsis elevatus;(Tsaur, Hsu & Van Stalle, 1988);China (Guangxi);4.0;23.83116833;108.7855299
Oecleopsis;mori;Oecleopsis mori;(Matsumura, 1914);Taiwan;4.0;23.74833247;120.9594018
Oecleopsis;mori;Oecleopsis mori;(Matsumura, 1914);China (Yunnan);4.0;24.97668132;101.486931
Oecleopsis;mori;Oecleopsis mori;(Matsumura, 1914);China (Guangxi);4.0;23.83116833;108.7855299
Oecleopsis;petasatus;Oecleopsis petasatus;(Noualhier, 1896);Cambodia;4.0;12.7140315;104.9212402
Oecleopsis;petasatus;Oecleopsis petasatus;(Noualhier, 1896);China (Hainan);4.0;19.20103623;109.7420098
Oecleopsis;petasatus;Oecleopsis petasatus;(Noualhier, 1896);China (Sichuan);4.0;30.5883367;102.739738
Oecleopsis;petasatus;Oecleopsis petasatus;(Noualhier, 1896);China (Yunnan);4.0;24.97668132;101.486931
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);Japan;3.0;;
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Anhui);4.0;31.82003385;117.2273851
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Fujian);4.0;26.0753818;117.9675578
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Guangxi);4.0;23.83116833;108.7855299
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China South-Central (Guizhou);4.0;26.80880303;106.8705846
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Henan);4.0;33.87827834;113.6069562
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Hunan);4.0;27.61617559;111.702058
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Shanxi);4.0;37.56877352;112.2850082
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Sichuan);4.0;30.5883367;102.739738
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Zhejiang);4.0;29.16724629;120.060059
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);Taiwan;4.0;23.74833247;120.9594018
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);Cambodia;4.0;12.7140315;104.9212402
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);Japan (Kyushu);4.0;32.47955749;130.7202546
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Beijing);4.0;40.17519956;116.405373
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Guangdong);4.0;23.34847412;113.4101728
Oecleopsis;sinicus;Oecleopsis sinicus;(Jacobi, 1944);China (Hubei);4.0;30.97345725;112.2608687
Oecleopsis;spinosus;Oecleopsis spinosus;Guo, Wang & Feng, 2009;China (Shaanxi);4.0;35.15820129;108.8611469
Oecleopsis;tiantaiensis;Oecleopsis tiantaiensis;Guo, Wang & Feng, 2009;China (Shaanxi);4.0;35.15820129;108.8611469
Oecleopsis;tiantaiensis;Oecleopsis tiantaiensis;Guo, Wang & Feng, 2009;China North-Central (Gansu);4.0;37.73762835;101.2225229
Oecleopsis;wuyiensis;Oecleopsis wuyiensis;Guo, Wang & Feng, 2009;China (Fujian);4.0;26.0753818;117.9675578
Oecleopsis;wuyiensis;Oecleopsis wuyiensis;Guo, Wang & Feng, 2009;China (Henan);4.0;33.87827834;113.6069562
Oecleopsis;wuyiensis;Oecleopsis wuyiensis;Guo, Wang & Feng, 2009;China (Hunan);4.0;27.61617559;111.702058
Oecleopsis;wuyiensis;Oecleopsis wuyiensis;Guo, Wang & Feng, 2009;China (Shaanxi);4.0;35.15820129;108.8611469
Oecleopsis;wuyiensis;Oecleopsis wuyiensis;Guo, Wang & Feng, 2009;China (Yunnan);4.0;24.97668132;101.486931
Oecleopsis;yoshikawai;Oecleopsis yoshikawai;(Ishihara, 1961);Thailand;4.0;15.11989714;101.0149076
Oecleopsis;yoshikawai;Oecleopsis yoshikawai;(Ishihara, 1961);China South-Central (Guizhou);4.0;26.80880303;106.8705846
Oecleopsis;yoshikawai;Oecleopsis yoshikawai;(Ishihara, 1961);China (Yunnan);4.0;24.97668132;101.486931
Oecleus;acutus;Oecleus acutus;Ball, 1902;Haiti;4.0;18.93899332;-72.68358029
Oecleus;addendus;Oecleus addendus;Fowler, 1904;Guatemala;4.0;15.70230638;-90.35694443
Oecleus;apicatus;Oecleus apicatus;Caldwell, 1944;Mexico Northeast (San Luis PotosÃƒÂ­);4.0;22.61555664;-100.4381633
Oecleus;apterapunctatus;Oecleus apterapunctatus;Caldwell, 1944;Mexico Southwest (Oaxaca);4.0;16.95950336;-96.43151589
Oecleus;arnellus;Oecleus arnellus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;augur;Oecleus augur;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;augur;Oecleus augur;Kramer, 1977;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;balli;Oecleus balli;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;balli;Oecleus balli;Kramer, 1977;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;balli;Oecleus balli;Kramer, 1977;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;biflagellatus;Oecleus biflagellatus;O'Brien, 1982;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Mississippi);4.0;32.75582597;-89.67327133
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (District of Columbia);4.0;38.91161047;-77.00958958
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (New Jersey);4.0;40.18920093;-74.66262909
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (New York);4.0;42.99492034;-75.69458709
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Pennsylvania);4.0;40.89843684;-77.83950118
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (South Carolina);4.0;33.91755375;-80.90042082
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Virginia);4.0;37.52180057;-78.82589678
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;Canada (Ontario);4.0;50.07309622;-85.83256685
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Maryland);4.0;39.04679397;-76.79724029
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Minnesota);4.0;46.34787407;-94.1991062
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (North Carolina);4.0;35.54958921;-79.38015679
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Ohio);4.0;40.41552797;-82.70728238
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Oklahoma);4.0;35.58437196;-97.50981445
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Alabama);4.0;32.79389912;-86.82906784
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Connecticut);4.0;41.62574308;-72.72758095
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;Florida;3.0;;
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Georgia);4.0;32.65409017;-83.4466779
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Illinois);4.0;40.12111514;-89.15471894
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America (Kansas);4.0;38.48363463;-98.36925056
Oecleus;bilineatus;Oecleus bilineatus;Caldwell, 1938;United States of America;4.0;;
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Mississippi);4.0;32.75582597;-89.67327133
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (District of Columbia);4.0;38.91161047;-77.00958958
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (New Jersey);4.0;40.18920093;-74.66262909
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (New York);4.0;42.99492034;-75.69458709
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Pennsylvania);4.0;40.89843684;-77.83950118
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (South Carolina);4.0;33.91755375;-80.90042082
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Virginia);4.0;37.52180057;-78.82589678
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;Canada (Ontario);4.0;50.07309622;-85.83256685
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Maryland);4.0;39.04679397;-76.79724029
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Minnesota);4.0;46.34787407;-94.1991062
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (North Carolina);4.0;35.54958921;-79.38015679
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Ohio);4.0;40.41552797;-82.70728238
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Oklahoma);4.0;35.58437196;-97.50981445
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Alabama);4.0;32.79389912;-86.82906784
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Connecticut);4.0;41.62574308;-72.72758095
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;Florida;3.0;;
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Georgia);4.0;32.65409017;-83.4466779
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Illinois);4.0;40.12111514;-89.15471894
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America (Kansas);4.0;38.48363463;-98.36925056
Oecleus;borealis;Oecleus borealis;Van Duzee, 1912;United States of America;4.0;;
Oecleus;brunneus;Oecleus brunneus;Fowler, 1904;Mexico;2.0;;
Oecleus;cabazonus;Oecleus cabazonus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;cabazonus;Oecleus cabazonus;Ball & Klingenberg, 1935;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;cabazonus;Oecleus cabazonus;Ball & Klingenberg, 1935;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;cabazonus;Oecleus cabazonus;Ball & Klingenberg, 1935;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;campestris;Oecleus campestris;Ball, 1902;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;campestris;Oecleus campestris;Ball, 1902;United States of America (Connecticut);4.0;41.62574308;-72.72758095
Oecleus;campestris;Oecleus campestris;Ball, 1902;United States of America (Mississippi);4.0;32.75582597;-89.67327133
Oecleus;campestris;Oecleus campestris;Ball, 1902;California;3.0;;
Oecleus;campestris;Oecleus campestris;Ball, 1902;United States of America (Colorado);4.0;38.99914653;-105.5337039
Oecleus;campestris;Oecleus campestris;Ball, 1902;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;campestris;Oecleus campestris;Ball, 1902;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;campestris;Oecleus campestris;Ball, 1902;Mexico Southwest (Jalisco);4.0;20.59876629;-103.6219003
Oecleus;capitulatus;Oecleus capitulatus;Van Duzee, 1912;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;centronus;Oecleus centronus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;centronus;Oecleus centronus;Ball & Klingenberg, 1935;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;cephalicus;Oecleus cephalicus;Caldwell, 1944;El Salvador;4.0;13.73614152;-88.86559446
Oecleus;chrisjohni;Oecleus chrisjohni;Kramer, 1977;United States of America (Illinois);4.0;40.12111514;-89.15471894
Oecleus;chrisjohni;Oecleus chrisjohni;Kramer, 1977;United States of America (Missouri);4.0;38.37437865;-92.49049605
Oecleus;chrisjohni;Oecleus chrisjohni;Kramer, 1977;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;concinnus;Oecleus concinnus;Fowler, 1904;Mexico Southwest (Jalisco);4.0;20.59876629;-103.6219003
Oecleus;concinnus;Oecleus concinnus;Fowler, 1904;Mexico Central (Morelos);4.0;18.75832012;-99.07010981
Oecleus;constrictus;Oecleus constrictus;Caldwell, 1944;Mexico Southwest (MichoacÃƒÂ¡n);4.0;19.21129264;-101.8797259
Oecleus;cucullus;Oecleus cucullus;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;cucullus;Oecleus cucullus;Kramer, 1977;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;cucullus;Oecleus cucullus;Kramer, 1977;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;cucullus;Oecleus cucullus;Kramer, 1977;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (North Carolina);4.0;35.54958921;-79.38015679
